SOURCE_ID,COUNTRY_CODE,SOURCE_NAME,PUBLISHER,SOURCE_TYPE,ANNOUNCEMENT_DATE,LINK,SOURCE_SUMMARY,NOTES,INCLUDE_IN_TOOL
187,DNK,"Final update of Denmark’s National Energy
and Climate Plan for the
period 2021-2030",Directorate-General for Communication | Directorate-General for Climate Action,National strategy or plans (approved),2024-07-01,https://commission.europa.eu/publications/denmark-final-updated-necp-2021-2030-submitted-2024_en,Denmark has submitted its final National Energy and Climate Plan (NECP) to the European Union Commission in July 2024. Other renewables includes geothermal and biowaste. Other fossil includes oil (including refinery gas). The tracker shows data following the With Existing Measures (WEM) scenario.,"Data is taken from the Europe team's NECP tracker data.
",TRUE
188,FIN,Finland’s Integrated National Energy and Climate Plan Update,"Ministry of Economic Affairs and Employment, Energy ",National strategy or plans (approved),2024-07-01,https://commission.europa.eu/publications/finland-final-updated-necp-2021-2030-submitted-2024_en,Finland has submitted its final National Energy and Climate Plan (NECP) to the European Union Commission in July 2024. The tracker shows data following the With Existing Measures (WEM) scenario.,"Data is taken from the Europe team's NECP tracker data.

Text from pg. 59 and 61. 
Generation from Annex 2, pg.3",TRUE
189,LVA,Latvia's National Energy and Climate Plan,Latvian Cabinet of Ministers,National strategy or plans (approved),2024-07-15,https://commission.europa.eu/publications/latvia-final-updated-necp-2021-2030-submitted-2024_en,Latvia has submitted its final National Energy and Climate Plan (NECP) to the European Union Commission in July 2024. The tracker shows data following the With Additional Measures (WAM) scenario.,"Data is taken from the Europe team's NECP tracker data.

Annex 3, pg.12",TRUE
190,IRL,Ireland’s integrated National Energy and Climate Plan 2021-2030,"Department of the Environment, Climate & Communications",National strategy or plans (approved),2024-07-22,https://commission.europa.eu/publications/ireland-final-updated-necp-2021-2030-submitted-2024_en,"Ireland has submitted its final National Energy and Climate Plan (NECP) to the European Union Commission in July 2024. Bioenergy includes 'Renewable waste', 'Biomass CHP', and 'Biomass co-firing'. ""Solids"" includes ""coal + peat capacity + nonrenewable wastes"". The tracker shows data following the With Additional Measures (WAM) scenario.","Data is taken from the Europe team's NECP tracker data.

Annex Section B, pg.7

Table 11: Trajectories by renewable technology (WAM). 

Table 9: Trajectories for renewable heating and cooling, electricity, and transport (WAM) - for share of generation ",TRUE
191,LUX,Integrated National Plan on energy and climate change in Luxembourg for the period 2021-2030,"Grand-Duché of Luxembourg, Ministry of the Environment, Climate and Biodiversity",National strategy or plans (approved),2024-07-24,https://commission.europa.eu/publications/luxembourg-final-updated-necp-2021-2030-submitted-2024_en,"Luxembourg has submitted its final National Energy and Climate Plan (NECP) to the European Union Commission in July 2024. 2030 figures for generation and capacity are provided. The tracker shows data following the With Additional Measures (WAM) scenario. The share of generation value is indicated to be 39.1%. This figure is actually for consumption rather than generation, and since fossil generation figures are not provided, Luxembourg's share of renewable generation target is not shown in the tracker.","Data is taken from the Europe team's NECP tracker data.

Capacity: Table 8, pg. 38
Generation: Table 66, pg. 399",TRUE
194,DEU,Update of the Integrated National Energy and Climate Plan,Federal Ministry for Economic Affairs and Climate Action of Germany,National strategy or plans (approved),2024-08-24,https://commission.europa.eu/publications/germany-final-updated-necp-2021-2030-submitted-2024_en,"In August 2024, Germany has submitted its updated draft NECP to the European Commission. It is indicated that the share of renewables in gross electricity consumption is shown as 74.2% in modeling projections in EU national statistics; however, the target for Germany remains to stay as 80% by 2030.","Capacity: pg. 57
Generation: pg. 58
Share of Consumption, pg. 21 ",TRUE
197,ESP,Integrated National Energy and Climate Plan,"Government of Spain, Ministry for the Ecological Transition and the Democratic Challenge (MITECO)",National strategy or plans (approved),2024-09-26,https://commission.europa.eu/publications/spain-final-updated-necp-2021-2030-submitted-2024_en,Spain has submitted its final NECP to the European Commission in September 2024. Other renewables include the other renewables category and solar thermal. Solar generation figures have been converted from AC to DC.,"Table A.19, pg.513 for generation and Table A.18, pg.510 for capacity",TRUE
198,BRN,Brunei Darussalam National Climate Change Policy,Brunei Darussalam National Council on Climate Change,National strategy or plans (approved),2020-07-01,http://www.mod.gov.bn/Shared%20Documents/BCCS/Brunei%20National%20Climate%20Change%20Policy.pdf,"Brunei Darussalam National Climate Change Policy was prepared by the Brunei Darussalam National Council on Climate Change in July 2020 to establish low-carbon and climate-resilient pathways in the country's future climate planning. It is indicated that implementing the policy strategies should align with the country's national circumstances, especially regarding fossil fuel dependency. National targets for the share of renewables in electricity generation or installed capacity have not been provided. Meanwhile, it is noted that the renewable share of installed capacity is targeted to reach at least 30% by 2035.",,TRUE
199,LAO,Renewable Energy Development Strategy in Lao PDR,Government of Lao PDR,National strategy or plans (approved),2011-09-01,https://greatermekong.org/g/sites/default/files/Attachment%205.3_LAO%20Presentation.pdf,"The government of Lao PDR issued ""The Renewable Energy Development Strategy in Lao PDR"" in 2011. The strategy aims to develop pathways to replace fossil fuel sources with new renewable energy resources, showcasing targets and action plans to pave the way for the country's energy transition. It should be noted that the document is severely outdated. No updates have been made to the strategy, and similar policy documents have not been formulated since the strategy's publication.

The linked document refers to the presentation published by the Ministry of Energy and Mines of Lao PDR, presented at the Greater Mekong Sub-region, 29th Regional Power Trade Coordination Committee (RPTCC-29) Discussions in July 2022.",pg. 13 of the presentation PDF,TRUE
200,LTU,Final Updated National Energy and Climate Action Plan of the Republic of Lithuania for the period 2021-2030,Ministry of Energy of the Republic of Lithuania,National strategy or plans (approved),2024-10-07,https://commission.europa.eu/publications/lithuania-final-updated-necp-2021-2030-submitted-2024_en,Lithuania has submitted its final NECP to the European Commission in October 2024,"Annex 2, Section ""2.2. Elektros energija ir šiluma""",TRUE
201,MYS,REPORT ON PENINSULAR MALAYSIA GENERATION DEVELOPMENT PLAN 2020 (2021 – 2039),Suruhanjaya Tenaga (ST) - Malaysia Energy Commission,National strategy or plans (approved),2021-03-24,https://www.st.gov.my/eng/web/download/listing/169,"A statutory body established under the Energy Commission Act 2001, Suruhanjaya Tenaga (ST) or the Energy Commission is responsible for regulating the energy sector, specifically the electricity and piped gas supply industries, in Peninsular Malaysia. It has taken over the role of the Department of Electricity and Gas Supply, the Energy Commission started its operation on January 1, 2002.",,TRUE
202,MYS,Sabah Energy Roadmap and Master Plan 2040,Energy Commission of Sabah (ECoS),National strategy or plans (approved),2023-01-01,https://ecos.gov.my/sites/default/files/uploads/downloads/2023-09/SABAH%20ENERGY%20ROADMAP%20AND%20MASTER%20PLAN%202040%20%28SE-RAMP%202040%29.pdf,"Malaysia's 3 main federal regions have their own storage plans: (1) Peninsular Malaysia plans to build a total of 500 MW BESS installed capacity from 2030-2034 (100 MW each year), (2) Sabah plans to build 120 MW of BESS from 2023 to 2025, (3) Sarawak plans to build pumped storage but no specific capacity target. So in total, Malaysia has a 220 MW BESS installed capacity target by 2030.",p. 81,TRUE
203,TUR,"Roadmap for Renewable Energy to 2035
",Republic of Türkiye Ministry of Energy and Natural Resources,National strategy or plans (approved),2024-10-21,https://enerji.gov.tr/news-detail?id=21371,"The Turkish Ministry of Energy and Natural Resources has revealed a 2035 roadmap for renewable energy in October 2024.

Investment figures, projects for specific regions, and ancillary policy mechanisms are outlined. The roadmap shows that renewable installed capacity will grow four-fold of the previous target, to reach 120 GW by 2035. 5 GW of offshore wind capacity will be installed, and at least 2 GW of renewable capacity will be installed each year up to 2035.",,TRUE
204,ROU,Integrated National Energy and Climate Plan of Romania,Government of Romania Ministry of Energy,National strategy or plans (approved),2024-10-16,https://commission.europa.eu/publications/romania-final-updated-necp-2021-2030-submitted-2024_en,Romania submitted its final National Energy and Climate Plan (NECP) to the European Union Commission in October 2024.,"Generation: Figure 133, pg.254
Capacity: Figure 150, pg.259",TRUE
205,HUN,National Energy and Climate Plan,Government of Hungary Energy Ministry,National strategy or plans (approved),2024-10-16,https://commission.europa.eu/publications/hungary-final-updated-necp-2021-2030-submitted-2024_en,Hungary submitted its final National Energy and Climate Plan (NECP) to the European Union Commission in October 2024. ,,TRUE
207,IRL,Climate Action Plan 2024,Government of Ireland,National strategy or plans (approved),2023-12-20,https://www.gov.ie/en/publication/79659-climate-action-plan-2024/,"Climate Action Plan 2024 is the third annual update to Ireland’s Climate Action Plan 2019 and the second to be prepared under the Climate Action and Low Carbon Development (Amendment) Act 2021. It builds on the introduction of carbon budgets and sectoral emissions ceilings in Climate Action Plan 2023 and sets a course for Ireland’s targets to halve emissions by 2030 and reach net-zero no later than 2050. These national targets align with Ireland’s obligations under EU and international treaties, most notably the Paris Agreement (2015) and the European Green Deal (2020). Explicit capacity targets for solar and wind are presented (although are the same as in Climate Action Plan 2023).",Capacity: pg.19,TRUE
209,GBR,Clean Power 2030 Action Plan: A new era of clean electricity,The Department for Energy Security and Net Zero,National strategy or plans (approved),2024-12-13,https://www.gov.uk/government/publications/clean-power-2030-action-plan,"The UK Clean Power Action Plan 2030 outlines the government's strategy to decarbonize the power sector by 2035, with key milestones by 2030. The plan focuses on accelerating the transition to clean energy sources to meet the UK's net zero targets. The plan underpins the UK’s goal of a fully decarbonized electricity system by 2035, crucial for achieving overall net zero emissions by 2050.","p. 32 Table 1 ""Installed capacity in 2030 in the NESO ‘Further Flex and Renewables’ and ‘New Dispatch’ scenarios, and the D E S N Z ‘Clean Power Capacity Range’, compared to current installed capacity (GW)"".
Capacity data from ""DESNZ 'clean power capacity range' column.
p. 34 Figure 7 ""Generation in 2030 in the NESO ‘Further Flex and Renewables’ and ‘New
Dispatch’ scenarios, compared to current generation (TWh)"".
Generation data from ""NESO 'further flex and renewables' scenario"" Column.",TRUE
210,EGY,Egypt's Second Updated Nationally Determined Contributions,Egypt National Climate Change Council,National strategy or plans (approved),2023-06-26,https://unfccc.int/sites/default/files/NDC/2023-06/Egypts%20Updated%20First%20Nationally%20Determined%20Contribution%202030%20%28Second%20Update%29.pdf,"Egypt submitted its Intended Nationally Determined Contribution (INDC) in November 2015 to achieve the global targets set out in the UNFCCC’s Paris Agreement. After Egypt signed the Paris Agreement on the 22nd of April 2016 and ratified it on 29th June 2017, the INDC was considered Egypt’s first NDC. This document presents a update to Egypt’s first NDC, covering the period between 2015 till 2030. The NDC update is aligned with Egypt’s developmental and climate change policies, including Sustainable Development Strategy: Egypt’s Vision 2030, the emerging Long Term Low Emission Development Strategy 2050 (LT-LEDS), the National Climate Change Strategy 2050 (NCCS), National Strategy for Disaster Risk Reduction 2030, and the National Strategy for Adaptation to Climate Change.","Part IV. Pathway to Egypt's 2030 Mitigation Targets subsection ""Electricity Generation, Transmision, and Distribution"" page 13.",TRUE
211,VNM,"APPROVING ADJUSTMENTS TO THE NATIONAL POWER DEVELOPMENT PLAN FOR THE PERIOD 2021-2030, WITH A VISION TO 2050",Prime Minister,National strategy or plans (approved),2025-04-15,https://thuvienphapluat.vn/van-ban/Tai-nguyen-Moi-truong/Quyet-dinh-768-QD-TTg-2025-Dieu-chinh-Quy-hoach-phat-trien-dien-luc-quoc-gia-thoi-ky-2021-2030-651977.aspx,The adjustments to the 8th power development plan include an increase to 10% average GDP growth in the period 2026-2030. The plan strives to strongly develop renewable energy sources (excluding hydropower) reaching a rate of 28 to 36% by 2030 and 75% by 2050.,"The document that approves PDP8 is published in Vietnamese. The targets are taken from page 4 of the Google-translated document. When targets are given as a range, take the highest number (eg. Solar). Solar capacity target includes CSP and rooftop solar power (excluding solar power according to Clause 5, Article 10 of Electricity Law No. 61/2024/QH15 which is large-scale rooftop solar installations, projects intended for grid export, or centralized solar power plants).",TRUE
212,KOR,11th Basic Electricity Supply and Demand Plan,"Ministry of Trade, Industry and Energy",National strategy or plans (approved),2025-03-13,https://www.motie.go.kr/kor/article/ATCLc01b2801b/70152/view,"This government planning document lays out power demand projections and future trends in the power sector. The plan sets goals for power generation, capacity deployment, and their projected generation by technology annually from 2024 to 2038.",Solar share of generation excludes self-generation. Solar capacity includes grid-connected and self-consumption.,TRUE
213,BRA,2034 Ten-Year Energy Expansion Plan,Ministry of Mines and Energy (MME,National strategy or plans (approved),2025-04-09,https://www.epe.gov.br/pt/publicacoes-dados-abertos/publicacoes/plano-decenal-de-expansao-de-energia-2034,"The Ten-year Energy Expansion Plan (PDE) provides an outlook for the energy sector development pathways. While PDE does not determine Brazil's capacity targets, its modelling study reflects on the effect of current energy policies, projects in the pipeline and latest NDC commitment.",Data taken from Annex tables on page 573.,TRUE
215,IDN,RUPTL 2025-2034,PLN,National strategy or plans (approved),2025-05-26,https://drive.esdm.go.id/wl/?id=eVRrJwtUAwAQEBJdhgkxmCIhWJsKosCb&path=Materi%20Paparan%20RUPTL%202025-2034_final%20embargo%2026052025.pdf&mode=list,"The state-owned utility company, PLN, lays power generation capacity deployment plans for years 2025-2034 by technology, based on the government target of reaching 34.3% share of renewables in the energy mix by 2034. Targets are given in terms of additional capacity deployment only (No generation projections). ",Slide 5 capacity additions through to 2030,TRUE
216,MEX,National Electrical System Development Program 2024-2038 (PRODESEN),Ministry of Energy,National strategy or plans (approved),2024-05-31,https://www.gob.mx/sener/articulos/programa-de-desarrollo-del-sistema-electrico-nacional-2024-2038,"Mexico's Ministry of Energy (SENER) published the National Electric System Development Program 2024-2038 (PRODESEN), which is a detailed planning of the National Electric System (SEN) until 2038, including the indicative program for the installation and retirement of power plants (PIIRCE). SENER is the highest authority in the energy sector and is mandated to establish and formulate power sector development plans.",Fig. 4.3 page 91 capacity expansion by technology and year.,TRUE
218,JPN,7th Strategic Energy Plan,Agency for Natural Resources and Energy,National strategy or plans (approved),2025-02-18,https://www.enecho.meti.go.jp/category/others/basic_plan/,"Japan's 7th Strategic Energy Plan set a goal to reach 36 to 38% of renewables by 2030, which is further broken down by technology.",,TRUE
221,TZA,Power System Master PLan 2024 Update,"United Republic of Tanzania, Ministry of Energy",National strategy or plans (approved),2025-06-27,https://www.ewura.go.tz/uploads/documents/en-1752735831-Power%20System%20Master%20Plan%202024.pdf,"The Power System Master Plan 2024 Update (PMSP 2024) was developed by Tanzania's Ministry of Energy and released in June 2025. The PSMP 2024 provides short, medium, and long term pathways for power generation and transmission development. The primary goal is to achieve reliable, affordable, and sustainable electricity supply across the country. Explicit 2030 targets for both generation and capacity are provided.",Table 4-34 Cumulative installed capacity for renewables and non-renewables and Table 4-35 Generation by year and technology,TRUE
222,AUT,Integrated National Energy and Climate Plan for Austria,"Federal Ministry of Climate action, environment, energy, mobility, innovation and technology",National strategy or plans (approved),2024-12-20,https://commission.europa.eu/publications/austria-final-updated-necp-2021-2030-submitted-2024_en,"In December 2024, Austria submitted its final updated NECP to the European Commission. Capacity targets are not provided.",,TRUE
225,PAK,Indicative Generation Capacity Expansion Plan (IGCEP),National Electric Power Regulatory Authority (NEPRA),National strategy or plans (approved),2025-05-01,https://www.nepra.org.pk/Admission%20Notices/2025/08%20Aug/IGCEP_2025-35_R2.pdf,"In May 2025, The National Electric Power Regulatory Authority (NEPRA) of Pakistan announced and approved the Indicative Generation Capacity Expan Plan (IGCEP) 2025-2035. The IGCEP 2025-35 provides electricity demand forecasts, and optimal generation development sequences considering cost-effectiveness and meeting minimum reliability criteria. Multiple scenarios were developed. We used data from scenario iv. Rationalized Capacity Addition as that was the recommended scenario in the document. ","Chart I-2. IGCEP Generation Mix 2030 (156,326 GWh)
Chart I-5. IGCEP Capacity Mix 2030 (54,374 MW)",TRUE
226,CYP,Final Updated NECP 2021-2030,Directorate-General for Communication,National strategy or plans (approved),2024-12-20,https://commission.europa.eu/publications/cyprus-final-updated-necp-2021-2030-submitted-2024_en,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were requried to submit their draft updated NECPS to the EU Commission. Cyprus submitted its draft in July 2023, and the final document in December 2024. 
The final NECP lists explicit targets for capacity installations and generation for 2030, with various scenario projections. In this analysis, the WAM (With Additional Measures) Scenario is used. The additional measures partaken in the scenario include the implementation of a second phase of the State Support Plan for the promotion of storage technologies and additional funding.",Data taken from the Europe team's NECP tracking sheet. https://docs.google.com/spreadsheets/d/1T43kyFWMNTtUAF88yE6D9CgImRCr6gVG1d_5qqpm-j0/edit#gid=1093165244,TRUE
228,BGR,Bulgaria - Final updated NECP 2021-2030,REPUBLIC OF BULGARIA Ministry of Energy Ministry of Environment and Water,National strategy or plans (approved),2025-01-15,https://commission.europa.eu/publications/bulgaria-final-updated-necp-2021-2030-submitted-2025_en,Final NECP submitted in January 2025 with explicit capacity and generation targets for 2030 with fuel breakdown.,NECP tracker,TRUE
229,CZE,National Energy and Climate Plan of the Czech Republic,Ministry of Industry and Trade,National strategy or plans (approved),2024-12-20,https://commission.europa.eu/publications/czechia-final-updated-necp-2021-2030-submitted-2024_en,,,TRUE
230,EST,Estonia’s National Energy and Climate Plan,Directorate-General for Communication,National strategy or plans (approved),2025-06-13,https://commission.europa.eu/publications/estonia-final-updated-necp-2021-2030-submitted-2025_en,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were required to submit their draft updated NECPS to the EU Commission.
Estonia has set an ambitious goal of reaching 90% renewable electricity by 2030, which it aims to meet through the increase in production volumes in wind, solar, in addition to energy storage through pump hydroelectric power stations and batteries. Estonia’s updated NECP provides a breakdown of each renewable technology up to 2030 with explicit targets.",,TRUE
9,CAN,Canada’s Energy Future 2023,Canada Energy Regulator,Official projections,2023-06-20,https://www.cer-rec.gc.ca/en/data-analysis/canada-energy-future/2023/canada-energy-futures-2023.pdf,"Canada Energy Regulator projects power sector development pathways for various scenarios. We take data from the Canada Net-Zero Scenario, which takes policies under the 2030 Emissions Reduction Plan into account, including those that are not yet in force. It is stated that storage includes battery only.","Data tables from open-government data

Storage: p. 77 of the report",TRUE
14,CHN,中国2030年能源电力发展规划研究及2060年展望 (China's 2030 Energy and Power Development Planning Research and 2060 Outlook) ,Global Energy Interconnection Development and Cooperation Organisation (GEIDO),Official projections,2021-03-01,https://www.gei-journal.com/cn/wonderfulReportCn/20211209/1468969880752623616.html,"GEIDO, a government-affiliated think-tank and chaired by the Chairman of State Grid Corporation of China and China Electricity Council, produced a study that projects power capacity development pathways for 2030 and onwards. President Xi's statement on renewable ambition and the 14th Five-Year Plan are incorporated into this study, including goals to peak emissions by 2030 and reach carbon neutrality by 2060. While results of this study is not an explicit target, they can provide an estimate for what China's ambition for 2030 may look like in their power sector planning.  The research suggests that clean power will account for 52.5% electricity consumption by 2030. ","p.21, table ""The total installed capacity and structure of power supply fomr 2020 to 2060"", machine-translated from Chinese.

p. 21 ""Clean energy power generation will be 5.8 trillion kwh, accounting for 52.5% of total electricity generation."" ",TRUE
37,ARG,Escenarios Energéticos 2030,Secretaria de Energia,Official projections,2019-11-01,http://datos.energia.gob.ar/dataset/escenarios-energeticos,"Argentina produces annual scenario analysis that provides technological breakdown of power capacity and generation in 2030. This scenario analysis does not have a binding power, but the results reflect what the country intends to achieve by 2030. Data is taken from its ""trending"" scenario (reference case). ",Data is from http://datos.energia.gob.ar/dataset/escenarios-energeticos/archivo/7c5420ad-69e2-448f-8487-fb4191857b1c,TRUE
98,COL,National Energy Plan (PEN) 2020-2050,Unidad de Planeacion Minero Energetica (UPME),Official projections,2020-01-01,https://www1.upme.gov.co/DemandayEficiencia/Paginas/PEN.aspx,"UPME is a government-run agency that is mandated to establish long-term energy plans. The National Energy Plan (PEN) 2020-2050 is provides an indicative power sector development trajectories in four different scenarios. Here, we take data from the ""Update (actualizacion)"" scenario, which reflects growing power demand due to electrification. 

An updated version (PEN 2022-2052) is being drafted and undergoing public consultation process. ","Data is taken from a data sheet ""PEN assumptions 2020-2050)"", sheet 16",TRUE
99,ISR,Low-carbon electricity sector: a summary and a road map,"
Ministry of Environmental Protection",Official projections,2022-02-15,https://www.gov.il/he/departments/publications/reports/low-carbon_electricity_economy_paln,"In 2021, the Ministry of Energy and Infrastructure set goals to reach 30% renewables in Israel's total energy production by 2030. A Roadmap to reach this goal has been developed in 2022 by the Ministry of Environmental Protection, which recommended that the target could be raised to 40%. This study conducted a study that would provide a basis for developing renewable growth trajectory under the current policy. Projections data for ""2030 Business as usual"", which assumes 30% renewable electricity target for 2030, is taken for this study.",p. 105,TRUE
115,ISL,Electricity Forecast 2022-2050,Orkustofnun (National Energy Regulator),Official projections,2023-04-01,https://vefskrar.orkustofnun.is/Raforkueftirlit/Raforkuspa/raforkuspa_2022.pdf,"Iceland's national energy regulator, Orkustofnun, forecasts power generation and capacity into the future. While this forecast does not provide fuel breakdown, we assume that 100% of the capacity build-out plan in Iceland is renewables based on its National Climate Action Plan in 2020, which sets a goal for net-zero by 2040.",Data sheet stored in Dropbox,TRUE
154,NZL,"Transmission Tomorrow 
(2023 Refresh)",Transpower,Official projections,2023-06-01,https://static.transpower.co.nz/public/2023-06/Transpower_TransmissionTomorrow_2023_03.pdf?VersionId=mBrhFuY_uKtzXjFe8xTCgwUXbUPNK1lo,"Transpower is New Zealand's national grid operator and published the Transmission Tomorrow report in 2018 to outline how the power system of New Zealand is expected to change in the upcoming years in line with its decarbonisation goals. In June 2023, Transpower published an updated iteration of the Transmission Tomorrow report, built upon several other documents and analyses. New Zealand’s National Adaptation Plan, published in August 2022, reiterates the importance of ensuring the country's core infrastructure is resilient to the effects of climate change. Under the National Adaptation Plan, Transpower is required to develop its own adaptation plan.

Figures for generation and capacity are provided. Several scenarios are used in Transpower's modelling; however, it is indicated that the ""Accelerated Electrification"" scenario is the referenced scenario, which captures growing demand from electrification, and increase in disruptive technologies and a broadening of decarbonisation efforts. Data in the tracker also reference the Accelerated Electrification scenario's figures.","p. 28, Figure 6: Delivered electricity by generation type (TWh Accelerated Electrification)

p. 29, Figure 7: Generation capacity by type (GW Accelerated Electrification)",TRUE
214,AUS,2024 Integrated System Plan,AEMO,Official projections,2024-06-26,https://aemo.com.au/energy-systems/major-publications/integrated-system-plan-isp/2024-integrated-system-plan-isp,"The AEMO's Integrated System Plan lays out a pathway for Australia to reach its net-zero by 2050 goal and 82% of renewables. While this plan is not a legislative target, it informs electricity market stakeholders' investment decision-making, electricity market design and other relevant policy decisions.","Data from supporting materials, 2024 ISP generation and storage outlook, core, step change scenario, summary tab, NEM capacity by year table, region=NEM, beginning of FY (2030-2031).",TRUE
217,MEX,Programas de Ampliacion y Modernizacion 2024-2038 (PAMRNT),Centro Nacional De Control De Energia (CENACE) ,Official projections,2024-06-01,https://www.cenace.gob.mx/Docs/10_PLANEACION/ProgramasAyM/Programa%20de%20Ampliaci%C3%B3n%20y%20Modernizaci%C3%B3n%20de%20la%20RNT%20y%20RGD%202024%20%E2%80%93%202038.pdf,"CENACE conducts forecasts electricity demand and production based on the power generation capacity development programs (PIIRCE) specified by SENER. While their projections are not binding, the generation forecasts can be used as a proxy for its share of renewables target for 2030. 

Since the capacity installation plans in PRODESEN are given only as a graph, we take data from this report for planned capacity by 2030. The generation forecasts are given only as a graph. ",Fig. 4.9.3 page 44 Capacity in 2030,TRUE
41,THA,Thailand’s Clean Electricity Transition,"International Energy Agency, EGAT, Ministry of Energy of Thailand",Third-party studies,2023-08-01,https://iea.blob.core.windows.net/assets/dd5b10b2-b655-4c7d-8c09-d3d7efe6bd50/ThailandsCleanElectricityTransition.pdf,"In light of the Thai government's new pledge to reach net-zero by 2065, Thai energy ministries and the IEA conducted a scenario analysis to assess how the current power sector plans for 2037 needs to change to meet the net-zero target. The ""base"" scenario provides the capacity and generation breakdown of Thailand's power mix in 2030, based on the current AEDP. We take data from ""VRE-Plus"" scenario, which the Thai government would use to update their PDP.","p. 32, Generation share per technology under VRE Plus scenarios;
p. 30, Generation capacity mix across all years and alternative capacity scenarios for 2030
and 2037
p. 26, Annual demand by region and system peak load, 2021, 2025, 2030 and 2037
Since data is given as a graphic, numbers are extracted using WebPlotDigitizer. ",TRUE
49,USA,Evaluating Impacts of the Inflation Reduction Act and Bipartisan Infrastructure Law on the US Power System,National Renewable Energy Laboratory,Third-party studies,2023-03-01,https://www.nrel.gov/docs/fy23osti/85242.pdf,"NREL simulated how the power systems of the US would change over the next 7 years as a result of the 2022 Inflation Reduction Act and Bipartisan Infrastructure Law (BIL). The two laws represent the US federal government's commitment to decarbonisation of the energy system. We take data from the IRA-BIL scenario, which reflects impact of the federal and state policies enabled as of September 2022, including the IRA and BIL. The results align with the President Biden's Executive Order to increase offshore wind capacity to 30GW by 2030. ",p. 9,TRUE
62,MAR,Morocco Energy Policy MRV,World Bank,Third-party studies,2018-01-01,https://documents1.worldbank.org/curated/en/964331541085444404/pdf/Morocco-Energy-Policy-MRV.pdf,"Since Morocco's government plans do no provide specific numbers for the capacity target breakdown, a scenario analysis by the World Bank was used as a proxy for their capacity target. Data is extracted from a graph, and may not align perfectly. ",p. 34 Figure 4: Installed capacity under the Policy Scenario. ,TRUE
65,EGY,Country Climate and Development Report (CCDR): Egypt,World Bank,Third-party studies,2022-11-08,https://openknowledge.worldbank.org/server/api/core/bitstreams/c2a8d937-5947-5320-9625-559251c55662/content,"Egypt Vision 2030 is a national agenda established by President Abdel-Fattah Al-Sisi. The plan lays out nine goals to be met by 2030, including share of renewable power sources. There is no indication for its capacity target. ",Figures 15 and 16 of p. 37 of the World Bank report.,TRUE
116,NOR,Energy Transition Norway 2022: A national forecast,Norsk Industri,Third-party studies,2022-11-01,https://www.norskindustri.no/siteassets/dokumenter/rapporter-og-brosjyrer/energy-transition-norway/2022/energy-transition-norway-2022_web.pdf,"Norsk Industri (Federation of Norwegian Industries) commissioned a consulting firm, DNV, to forecast the country's power sector development pathways under the current climate ambition of the government. Since there is no explicit target for the power sector in Norway, we take data from this study. ","Data sheet stored in Dropbox. Data from p. 35, Table 3.1",TRUE
124,SVN,Slovenian Network Development Plan 2023-2032,ELES,Third-party studies,2022-09-30,https://www.eles.si/Portals/EN/Documents/EN/ELES_development_plan_2023-2032.pdf?ver=2023-06-16-154317-607,"Slovenia's NECP does not provide capacity targets, therefore a modelling study conducted by ELES is used. ELES is a public company operating the electricity transmission network system in Slovenia under the operation of the Republic of Slovenia. The main objective of the document is to define the necessary tools in Slovenia's transmission network in the coming decade to ensure transmission capacity can sustain growing demand and deployment of renewable technologies. Various scenarios are depicted in the modelling study, of which Scenario Sc2 is referenced in the tracker. Sc2 assumes higher growth in demand and takes a more stringent approach to the baseline NECP targets to align electricity goals with plausible pathways. Figures are not provided in the data, therefore data is extracted from graphs using WebPlotDigitizer.",p. 31 Figure 4.1.,TRUE
173,IRQ,Country Climate and Development Report (CCDR): Iraq,World Bank,Third-party studies,2022-11-04,https://www.worldbank.org/en/country/iraq/publication/iraq-country-climate-and-development-report,,"Figure 13: Installed capacity by scenario, 2021, 2030, 2040 (GW)
Figure 14: Energy Generation Mix by Fuel, 2021 2030, 2040 (%)",TRUE
220,USA,IEA Renewable Energy Progress Tracker,International Energy Agency,Third-party studies,2025-10-07,https://www.iea.org/data-and-statistics/data-tools/renewable-energy-progress-tracker,"The US does not have any explicit targets. In lieu of this, the IEA forecast based on stated policies main case is used for 2030 targets.",,TRUE
